# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
2,	7.2153
8,	10.2087
6,	13.2007
8,	16.1653
6,	19.1553
4,	22.1483
0,	25.1417
0,	28.1317
8,	31.1250
2,	34.1150
2,	37.0827
0,	40.0363
8,	43.0263
2,	46.0197
4,	49.0117
4,	52.0050
0,	54.9950
4,	57.9627
8,	60.9560
8,	63.9490
2,	66.9167
0,	69.9067
8,	72.8967
6,	75.8757
0,	78.8373
6,	81.8273
8,	84.7753
6,	87.7660
4,	90.7590
8,	93.7523
4,	96.7437
6,	99.7337
6,	102.7050
